Name	MarketCap	IPOyear	Sector	Industry	CapBucket_Label
Fluor Corporation	5404286588.0		Basic Industries	Military/Government/Technical	Mid
Fly Leasing Limited	401628837.4	2007.0	n/a	n/a	Small
FMC Corporation	11331166556.0		Basic Industries	Major Chemicals	Large
Fomento Economico Mexicano S.A.B. de C.V.	35943282882.0		Consumer Non-Durables	Beverages (Production/Distribution)	Large
Foot Locker, Inc.	4627129490.0		Consumer Services	Clothing/Shoe/Accessory Stores	Mid
Ford Motor Company	42675879531.0		Capital Goods	Auto Manufacturing	Large
Foresight Energy LP	590917943.9	2014.0	Energy	Coal Mining	Small
Forestar Group Inc	721277717.2		Finance	Real Estate	Small
Fortis Inc.	15152521776.0	2016.0	Public Utilities	Electric Utilities: Central	Large
Fortive Corporation	22492178885.0	2016.0	Capital Goods	Industrial Machinery/Components	Large
Fortress Investment Group LLC	3100830471.0	2007.0	Finance	Investment Managers	Mid
Fortress Transportation and Infrastructure Investors LLC	1282662071.0	2015.0	n/a	n/a	Small
Fortuna Silver Mines Inc.	741502406.0		Basic Industries	Precious Metals	Small
Fortune Brands Home & Security, Inc.	9550213491.0		Basic Industries	Homebuilding	Mid
Forum Energy Technologies, Inc.	1091359661.0	2012.0	Energy	Metal Fabrications	Small
Foundation Building Materials, Inc.	543962014.8	2017.0	Consumer Services	RETAIL: Building Materials	Small
Four Corners Property Trust, Inc.	1540858701.0	2015.0	Consumer Services	Real Estate Investment Trusts	Small
Franco-Nevada Corporation	14988717661.0		Basic Industries	Precious Metals	Large
Franklin Covey Company	255707442.9		Consumer Services	Other Consumer Services	Micro
Franklin Financial Network, Inc.	426481049.0	2015.0	Finance	Major Banks	Small
Franklin Resources, Inc.	23763656398.0		Finance	Investment Managers	Large
Franklin Universal Trust	181954912.6		n/a	n/a	Micro
Frank&#39;s International N.V.	1405237504.0	2013.0	Energy	Oilfield Services/Equipment	Small
Freeport-McMoran, Inc.	21072795482.0		Basic Industries	Precious Metals	Large
Fresenius Medical Care Corporation	28624000796.0		Health Care	Hospital/Nursing Management	Large
Fresh Del Monte Produce, Inc.	2370183323.0	1997.0	Consumer Non-Durables	Farming/Seeds/Milling	Mid
Frontline Ltd.	866027552.4		Transportation	Marine Transportation	Small
FS Investment Corporation	1990375870.0	2014.0	n/a	n/a	Small
FTI Consulting, Inc.	1314793146.0		Consumer Services	Professional Services	Small
FutureFuel Corp.	591499594.4		Basic Industries	Major Chemicals	Small
Gabelli Convertible and Income Securities Fund, Inc. (The)	76310890.0		n/a	n/a	Micro
Gabelli Dividend	1771472835.0	2003.0	n/a	n/a	Small
Gabelli Equity Trust, Inc. (The)	1486146123.0	1986.0	n/a	n/a	Small
Gabelli Global Small and Mid Cap Value Trust (The)	97538323.9	2014.0	n/a	n/a	Micro
Gabelli Multi-Media Trust Inc. (The)	225337125.2		n/a	n/a	Micro
Gabelli Utility Trust (The)	306400756.0		n/a	n/a	Small
Gafisa SA	102718316.3	2007.0	Basic Industries	Homebuilding	Micro
GAIN Capital Holdings, Inc.	299513170.5	2010.0	Finance	Investment Bankers/Brokers/Service	Micro
Gamco Investors, Inc.	857051091.0	1999.0	Finance	Investment Bankers/Brokers/Service	Small
GAMCO Natural Resources, Gold & Income Tust 	146909495.3	2011.0	n/a	n/a	Micro
Gamestop Corporation	1902747103.0	2002.0	Consumer Services	Electronics Distribution	Small
Gap, Inc. (The)	9207887685.0		Consumer Services	Clothing/Shoe/Accessory Stores	Mid
Gardner Denver Holdings, Inc.	4565733978.0	2017.0	Technology	Industrial Machinery/Components	Mid
Gartner, Inc.	10897954991.0	1993.0	Consumer Services	Other Consumer Services	Large
GasLog LP.	1330358123.0	2012.0	Consumer Services	Marine Transportation	Small
GasLog Partners LP	895853025.7	2014.0	Consumer Services	Marine Transportation	Small
GATX Corporation	2341350000.0		Consumer Services	Transportation Services	Mid
Gazit-Globe Ltd.	1903062900.0	2011.0	Finance	Real Estate	Small
GCP Applied Technologies Inc.	2015783835.0	2016.0	Basic Industries	Major Chemicals	Mid
Genco Shipping & Trading Limited Warrants Expiring 12/31/2021 	479673114.3		Transportation	Marine Transportation	Small
Gener8 Maritime, Inc.	375939925.4	2015.0	Transportation	Marine Transportation	Small
Generac Holdlings Inc.	2451859120.0	2010.0	Consumer Durables	Metal Fabrications	Mid
General American Investors, Inc.	925262725.4		n/a	n/a	Small
General Cable Corporation	850807302.3	1997.0	Basic Industries	Telecommunications Equipment	Small
General Dynamics Corporation	60257703798.0		Capital Goods	Marine Transportation	Large
General Electric Company	2.10215e+11		Energy	Consumer Electronics/Appliances	Mega
General Mills, Inc.	30815665770.0		Consumer Non-Durables	Packaged Foods	Large
General Motors Company	51999085471.0	2010.0	Capital Goods	Auto Manufacturing	Large
Genesco Inc.	499641415.5		Consumer Services	Clothing/Shoe/Accessory Stores	Small
Genesee & Wyoming, Inc.	4230186513.0		Transportation	Railroads	Mid
Genesis Energy, L.P.	3225059226.0	1996.0	Energy	Oil Refining/Marketing	Mid
Genesis Healthcare, Inc.	151631933.6		Health Care	Hospital/Nursing Management	Micro
Genie Energy Ltd.	152497723.3	2011.0	Public Utilities	Power Generation	Micro
Genpact Limited	5451451554.0	2007.0	Consumer Services	Professional Services	Mid
Genuine Parts Company	12172289651.0		Capital Goods	Automotive Aftermarket	Large
Genworth Financial Inc	1712060946.0	2004.0	Finance	Life Insurance	Small
Geo Group Inc (The)	3367464890.0		Consumer Services	Real Estate Investment Trusts	Mid
Geopark Ltd	481132905.3	2014.0	Energy	Oil & Gas Production	Small
Gerdau S.A.	6323868350.0		Capital Goods	Steel/Iron Ore	Mid
Getty Realty Corporation	1070768994.0		Finance	Real Estate	Small
GGP Inc.	18425051862.0		Consumer Services	Real Estate Investment Trusts	Large
Gigamon Inc.	1595941931.0	2013.0	Technology	EDP Services	Small
Gildan Activewear, Inc.	6947161759.0	1998.0	Consumer Non-Durables	Apparel	Mid
Glatfelter	734389153.1		Basic Industries	Paper	Small
Glaukos Corporation	1280945135.0	2015.0	Health Care	Medical/Dental Instruments	Small
GlaxoSmithKline PLC	97720660000.0		Health Care	Major Pharmaceuticals	Large
Global Brass and Copper Holdings, Inc.	646185759.0	2013.0	Capital Goods	Metal Fabrications	Small
Global Medical REIT Inc.	183211817.3	2016.0	Consumer Services	Real Estate Investment Trusts	Micro
Global Net Lease, Inc.	1447339434.0	2015.0	Consumer Services	Real Estate Investment Trusts	Small
Global Partners LP	577924571.0	2005.0	Energy	Oil Refining/Marketing	Small
Global Payments Inc.	14413238729.0		Miscellaneous	Business Services	Large
Global Ship Lease, Inc.	58830274.55		Transportation	Marine Transportation	Micro
Globant S.A.	1343301000.0	2014.0	Technology	EDP Services	Small
Globus Medical, Inc.	2841573379.0	2012.0	Health Care	Medical/Dental Instruments	Mid
GMS Inc.	1302874779.0	2016.0	Consumer Services	RETAIL: Building Materials	Small
GNC Holdings, Inc.	563494067.9	2011.0	Consumer Non-Durables	Food Chains	Small
GoDaddy Inc.	7245880529.0	2015.0	Technology	EDP Services	Mid
Gol Linhas Aereas Inteligentes S.A.	18438193770.0	2004.0	Transportation	Air Freight/Delivery Services	Large
Gold Fields Limited	3614743911.0		Basic Industries	Precious Metals	Mid
Goldcorp Inc.	11599457918.0		Basic Industries	Precious Metals	Large
Goldman Sachs BDC, Inc.	882016811.0	2015.0	n/a	n/a	Small
Goldman Sachs Group, Inc. (The)	86048766415.0	1999.0	Finance	Investment Bankers/Brokers/Service	Large
Goldman Sachs MLP Energy Renaissance Fund	532502803.9	2014.0	n/a	n/a	Small
Goldman Sachs MLP Income Opportunities Fund	404417462.4	2013.0	n/a	n/a	Small
Gorman-Rupp Company (The)	749305821.3		Capital Goods	Fluid Controls	Small
GP Strategies Corporation	471663471.0		Consumer Services	Other Consumer Services	Small
Graco Inc.	6364505360.0		Capital Goods	Fluid Controls	Mid
Graham Corporation	197229770.3		Technology	Industrial Machinery/Components	Micro
Graham Holdings Company	3275928334.0		Consumer Services	Other Consumer Services	Mid
Gramercy Property Trust	4536241053.0		Consumer Services	Real Estate Investment Trusts	Mid
Grana y Montero S.A.A.	456757222.7	2013.0	Basic Industries	Military/Government/Technical	Small
Granite Construction Incorporated	2116370068.0		Basic Industries	Military/Government/Technical	Mid
Granite Point Mortgage Trust Inc.	827935025.8	2017.0	Consumer Services	Real Estate Investment Trusts	Small
Graphic Packaging Holding Company	4013240237.0		Consumer Durables	Containers/Packaging	Mid
Gray Television, Inc.	1067248886.0		Consumer Services	Broadcasting	Small
Great Ajax Corp.	256936120.3	2015.0	Consumer Services	Real Estate Investment Trusts	Micro
Great Plains Energy Inc	6616352250.0		Public Utilities	Electric Utilities: Central	Mid
Great Western Bancorp, Inc.	2101902325.0	2014.0	Finance	Major Banks	Mid
Green Dot Corporation	2415307897.0	2010.0	Finance	Finance: Consumer Services	Mid
Greenbrier Companies, Inc. (The)	1229895302.0	1994.0	Capital Goods	Railroads	Small
Greenhill & Co., Inc.	446058476.9	2004.0	Finance	Investment Bankers/Brokers/Service	Small
Greif Bros. Corporation	3395048885.0		n/a	n/a	Mid
Griffon Corporation	874248191.5		Capital Goods	Building Products	Small
Group 1 Automotive, Inc.	1201050392.0	1997.0	Consumer Durables	Automotive Aftermarket	Small
GrubHub Inc.	4863053752.0	2014.0	Miscellaneous	Business Services	Mid
Grupo Aeroportuario Del Pacifico, S.A. de C.V.	6209709000.0	2006.0	Transportation	Aerospace	Mid
Grupo Aeroportuario del Sureste, S.A. de C.V.	6040800000.0		Transportation	Aerospace	Mid
Grupo Aval Acciones y Valores S.A.	9926193136.0	2014.0	Finance	Commercial Banks	Mid
Grupo Financiero Santander Mexico S.A. B. de C.V.	14110594998.0	2012.0	Finance	Commercial Banks	Large
Grupo Supervielle S.A.	1497712559.0	2016.0	Finance	Commercial Banks	Small
Grupo Televisa S.A.	15332264442.0	1993.0	Consumer Services	Broadcasting	Large
GTT Communications, Inc.	1253782821.0		Public Utilities	Telecommunications Equipment	Small
Guangshen Railway Company Limited	3827943395.0		Transportation	Railroads	Mid
Guess?, Inc.	1341815646.0	1996.0	Consumer Non-Durables	Apparel	Small
Guggenheim Credit Allocation Fund	168387894.9	2013.0	n/a	n/a	Micro
Guggenheim Enhanced Equity Income Fund	404950831.0		n/a	n/a	Small
Guggenheim Strategic Opportunities Fund	470420916.8		n/a	n/a	Small
Guggenheim Taxable Municipal Managed Duration Trst	402142528.6	2010.0	n/a	n/a	Small
Guidewire Software, Inc.	5651280937.0	2012.0	Technology	Computer Software: Prepackaged Software	Mid
H&R Block, Inc.	5604792861.0		Consumer Services	Other Consumer Services	Mid
H. B. Fuller Company	2525668628.0		Basic Industries	Home Furnishings	Mid
Haemonetics Corporation	2201049224.0	1991.0	Health Care	Medical/Dental Instruments	Mid
Halcon Resources Corporation	885450529.9		Energy	Oil & Gas Production	Small
Halliburton Company	33704594505.0		Energy	Oilfield Services/Equipment	Large
Halyard Health, Inc.	2078957364.0	2014.0	Health Care	Industrial Specialties	Mid
Hanesbrands Inc.	8794873034.0		Consumer Services	Clothing/Shoe/Accessory Stores	Mid
Hannon Armstrong Sustainable Infrastructure Capital, Inc.	1237639856.0	2013.0	Consumer Services	Real Estate Investment Trusts	Small
Harley-Davidson, Inc.	8050359032.0		Consumer Non-Durables	Motor Vehicles	Mid
Harmony Gold Mining Company Limited	861833687.1		Basic Industries	Precious Metals	Small
Harris Corporation	14678395652.0		Capital Goods	Industrial Machinery/Components	Large
Harsco Corporation	1415384538.0		Capital Goods	Metal Fabrications	Small
Harte-Hanks, Inc.	55778200.2	1993.0	Technology	Advertising	Micro
Hartford Financial Services Group, Inc. (The)	19799710924.0		Finance	Property-Casualty Insurers	Large
Haverty Furniture Companies, Inc.	490146171.9		Consumer Services	Other Specialty Stores	Small
Hawaiian Electric Industries, Inc.	3626908103.0		Public Utilities	Electric Utilities: Central	Mid
HC2 Holdings, Inc.	200868127.5		Capital Goods	Metal Fabrications	Micro
HCA Healthcare, Inc.	27957114283.0	2011.0	Health Care	Hospital/Nursing Management	Large
HCI Group, Inc.	400851286.2		Finance	Property-Casualty Insurers	Small
HCP, Inc.	13853171333.0		Consumer Services	Real Estate Investment Trusts	Large
HDFC Bank Limited	82138131985.0	2001.0	Finance	Commercial Banks	Large
Healthcare Realty Trust Incorporated	3844820606.0	1993.0	Consumer Services	Real Estate Investment Trusts	Mid
Healthcare Trust of America, Inc.	6170643705.0		Consumer Services	Real Estate Investment Trusts	Mid
HealthSouth Corporation	4370980211.0		Health Care	Hospital/Nursing Management	Mid
Hecla Mining Company	2054946346.0		Basic Industries	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	Mid
Heico Corporation	7140742371.0		Capital Goods	Aerospace	Mid
Helix Energy Solutions Group, Inc.	927455124.4		Energy	Oilfield Services/Equipment	Small
Helmerich & Payne, Inc.	4631002980.0		Energy	Oil & Gas Production	Mid
Herbalife LTD.	6503136666.0	2004.0	Health Care	Other Pharmaceuticals	Mid
Herc Holdings Inc.	1196217447.0	2016.0	n/a	n/a	Small
Hercules Capital, Inc.	1019212839.0	2012.0	n/a	n/a	Small
Heritage Insurance Holdings, Inc.	294316437.0	2014.0	Finance	Property-Casualty Insurers	Micro
Hersha Hospitality Trust	763893843.2	1999.0	Consumer Services	Real Estate Investment Trusts	Small
Hershey Company (The)	22179446860.0		Consumer Non-Durables	Specialty Foods	Large
Hertz Global Holdings, Inc	1685220231.0	2016.0	Consumer Services	Rental/Leasing Companies	Small
Hess Corporation	12214732046.0		Energy	Integrated oil Companies	Large
Hess Midstream Partners LP	1108645139.0	2017.0	Energy	Oil & Gas Production	Small
Hewlett Packard Enterprise Company	29203925172.0	2015.0	Technology	Computer Manufacturing	Large
Hexcel Corporation	4801360705.0		Basic Industries	Major Chemicals	Mid
HFF, Inc.	1444677641.0	2007.0	Consumer Services	Real Estate	Small
Hi-Crush Partners LP	723692395.5	2012.0	Basic Industries	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	Small
Highland Funds I	506156004.9		n/a	n/a	Small
Highwoods Properties, Inc.	5308407307.0	1994.0	Consumer Services	Real Estate Investment Trusts	Mid
Hill International, Inc.	246421521.3		Consumer Services	Military/Government/Technical	Micro
Hillenbrand Inc	2221728399.0		Consumer Durables	Miscellaneous manufacturing industries	Mid
Hill-Rom Holdings Inc	4962136433.0		Health Care	Medical/Dental Instruments	Mid
Hilltop Holdings Inc.	2301730642.0		Finance	Major Banks	Mid
Hilton Grand Vacations Inc.	3568938251.0	2016.0	Consumer Services	Hotels/Resorts	Mid
Hilton Worldwide Holdings Inc.	20853349801.0	2016.0	Consumer Services	Hotels/Resorts	Large
HNI Corporation	1606712583.0		Consumer Durables	Office Equipment/Supplies/Services	Small
Hoegh LNG Partners LP	603919767.7	2014.0	Consumer Services	Marine Transportation	Small
Holly Energy Partners, L.P.	2037624494.0	2004.0	Energy	Natural Gas Distribution	Mid
HollyFrontier Corporation	5672932288.0		Energy	Integrated oil Companies	Mid
Home Depot, Inc. (The)	1.76823e+11		Consumer Services	RETAIL: Building Materials	Large
Honda Motor Company, Ltd.	49833052922.0		Capital Goods	Auto Manufacturing	Large
Honeywell International Inc.	1.04989e+11		Capital Goods	Auto Parts:O.E.M.	Large
Horace Mann Educators Corporation	1445935175.0	1991.0	Finance	Property-Casualty Insurers	Small
Horizon Global Corporation	418178564.7	2015.0	Capital Goods	Auto Parts:O.E.M.	Small
Horizon Technology Finance Corporation	292628257.9		n/a	n/a	Micro
Hormel Foods Corporation	16311063678.0		Consumer Non-Durables	Meat/Poultry/Fish	Large
Hornbeck Offshore Services	98865577.02	2004.0	Consumer Services	Marine Transportation	Micro
Host Hotels & Resorts, Inc.	13335735328.0		Consumer Services	Real Estate Investment Trusts	Large
Houlihan Lokey, Inc.	2394952737.0	2015.0	Finance	Investment Managers	Mid
Hovnanian Enterprises Inc	262312035.4		Capital Goods	Homebuilding	Micro
Howard Hughes Corporation (The)	5056796976.0		Consumer Services	Real Estate Investment Trusts	Mid
HP Inc.	32269531739.0		Technology	Computer Manufacturing	Large
HRG Group, Inc.	3105080862.0		Miscellaneous	Industrial Machinery/Components	Mid
HSBC Holdings plc	1.97077e+11		Finance	Savings Institutions	Large
Huaneng Power International, Inc.	9762446264.0	1994.0	Public Utilities	Electric Utilities: Central	Mid
Hubbell Inc	6129958116.0	2015.0	Capital Goods	Electrical Products	Mid
HubSpot, Inc.	2663991848.0	2014.0	Technology	Computer Software: Prepackaged Software	Mid
Hudbay Minerals Inc.	2052395776.0		Basic Industries	Precious Metals	Mid
Hudson Pacific Properties, Inc.	5055114653.0	2010.0	Finance	Real Estate	Mid
Hugoton Royalty Trust	68000000.0	1999.0	Energy	Oil & Gas Production	Micro
Humana Inc.	36742053436.0		Health Care	Medical Specialities	Large
Huntington Ingalls Industries, Inc.	9560553125.0		Capital Goods	Marine Transportation	Mid
Huntsman Corporation	7057693291.0	2005.0	Basic Industries	Major Chemicals	Mid
Hyatt Hotels Corporation	7363101502.0	2009.0	Consumer Services	Hotels/Resorts	Mid
Hyster-Yale Materials Handling, Inc.	1132990336.0		Capital Goods	Construction/Ag Equipment/Trucks	Small
Iamgold Corporation	2997350830.0		Basic Industries	Precious Metals	Mid
ICICI Bank Limited	30044108475.0		Finance	Commercial Banks	Large
IDACORP, Inc.	4459832184.0		Public Utilities	Electric Utilities: Central	Mid
IDEX Corporation	8859292415.0	1989.0	Capital Goods	Fluid Controls	Mid
IDT Corporation	365599889.3		Public Utilities	Telecommunications Equipment	Small
Illinois Tool Works Inc.	47127821575.0		Technology	Industrial Machinery/Components	Large
Imax Corporation	1197372651.0		Miscellaneous	Industrial Machinery/Components	Small
Independence Contract Drilling, Inc.	117581222.4	2014.0	Energy	Oil & Gas Production	Micro
Independence Holding Company	325831551.8		Finance	Life Insurance	Small
Independence Realty Trust, Inc.	706651220.1	2013.0	Consumer Services	Real Estate Investment Trusts	Small
India Fund, Inc. (The)	790472466.3		n/a	n/a	Small
Industrias Bachoco, S.A. de C.V.	3138000000.0	1997.0	Consumer Non-Durables	Meat/Poultry/Fish	Mid
